ano_idx,exp_subspace
1024,"[0, 4]"
1025,"[0, 4]"
1026,"[0, 4]"
1027,"[0, 4]"
1031,"[2, 4]"
1032,"[0, 4]"
1034,"[3, 4]"
1035,"[0, 4]"
1036,"[1, 4]"
1037,"[0, 4]"
1038,"[1, 4]"
1040,"[0, 4]"
1048,"[3, 4]"
1049,"[2, 4]"
1050,"[0, 4]"
1052,"[1, 4]"
1053,"[0, 4]"
1054,"[0, 4]"
1055,"[2, 4]"
1056,"[0, 4]"
1057,"[1, 4]"
1059,"[1, 4]"
1061,"[2, 4]"
1062,"[0, 1, 3, 6]"
1063,"[0, 4]"
1065,"[1, 4]"
1069,"[2, 4]"
1072,"[0, 4]"
1073,"[0, 4]"
1074,"[1, 4]"
1076,"[1, 4]"
1081,"[0, 4]"
1085,"[0, 4]"
1088,"[0, 4]"
1090,"[0, 4]"
1099,"[0, 4]"
1105,"[0, 4]"
1110,"[0, 4]"
1117,"[0, 4]"
1118,"[1, 4]"
1121,"[1, 4]"
1124,"[1, 4]"
1131,"[0, 4]"
1136,"[0, 4]"
1137,"[0, 4]"
1138,"[1, 4]"
1167,"[3, 4]"
1168,"[1, 4]"
1169,"[0, 4]"
1170,"[0, 4]"
1171,"[0, 4]"
1172,"[0, 4]"
1173,"[1, 4]"
1174,"[1, 4]"
1175,"[0, 4]"
1176,"[1, 4]"
1177,"[1, 4]"
1180,"[0, 4]"
1192,"[0, 4]"
1194,"[0, 4]"
1195,"[0, 4]"
1196,"[4, 6]"
1204,"[0, 4]"
1211,"[1, 4]"
1212,"[2, 4]"
1213,"[1, 2, 7]"
1215,"[2, 4]"
1216,"[0, 4]"
1217,"[1, 4]"
1218,"[0, 4]"
1225,"[0, 4]"
1227,"[0, 4]"
1230,"[0, 4]"
1231,"[2, 4]"
1232,"[0, 4]"
1233,"[1, 4]"
1234,"[0, 4]"
1235,"[1, 4]"
1236,"[1, 4]"
1237,"[0, 4]"
1238,"[0, 4]"
1239,"[1, 4]"
1242,"[0, 4]"
1243,"[0, 4]"
1244,"[0, 4]"
1245,"[0, 4]"
1253,"[0, 4]"
1254,"[0, 4]"
1255,"[1, 4]"
1256,"[0, 4]"
1257,"[0, 4]"
1258,"[0, 4]"
1259,"[0, 4]"
1260,"[1, 4]"
1261,"[0, 4]"
1262,"[1, 4]"
1263,"[1, 4]"
1264,"[3, 4]"
1265,"[1, 4]"
1266,"[0, 4]"
1267,"[0, 4]"
1268,"[0, 4]"
1269,"[4, 6]"
1270,"[0, 4]"
1278,"[2, 4]"
1279,"[1, 4]"
1280,"[1, 4]"
1281,"[0, 4]"
1282,"[0, 4]"
1283,"[1, 4]"
1284,"[0, 4]"
1285,"[0, 4]"
1286,"[0, 4]"
1291,"[0, 4]"
1292,"[0, 4]"
1293,"[0, 4]"
1294,"[0, 4]"
1295,"[0, 4]"
1296,"[0, 4]"
1297,"[0, 4]"
1300,"[0, 4]"
1301,"[0, 4]"
1302,"[0, 4]"
1303,"[0, 4]"
1307,"[1, 4]"
1308,"[0, 4]"
1309,"[0, 4]"
1310,"[0, 4]"
1311,"[1, 4]"
1313,"[2, 4]"
1314,"[1, 4]"
1315,"[0, 4]"
1316,"[0, 4]"
1317,"[0, 4]"
1318,"[0, 4]"
1324,"[0, 4]"
1326,"[0, 4]"
1327,"[0, 4]"
1328,"[0, 4]"
1333,"[3, 4]"
1345,"[2, 4]"
1346,"[0, 4]"
1347,"[1, 4]"
1348,"[3, 4]"
1349,"[0, 4]"
1350,"[0, 4]"
1352,"[1, 4]"
1353,"[2, 4]"
1354,"[0, 4]"
1356,"[0, 1]"
1358,"[0, 4]"
1363,"[1, 4]"
1367,"[0, 4]"
1368,"[1, 4]"
1369,"[0, 4]"
1378,"[0, 4]"
1386,"[0, 4]"
1393,"[1, 4]"
1396,"[0, 4]"
1399,"[4, 6]"
1408,"[0, 4]"
1414,"[0, 4]"
1415,"[0, 4]"
1423,"[0, 4]"
1432,"[0, 4]"
1436,"[0, 4]"
1437,"[0, 4]"
1443,"[2, 4]"
1446,"[0, 4]"
1450,"[0, 4]"
1456,"[1, 4]"
1457,"[0, 4]"
1459,"[1, 4]"
1467,"[0, 4]"
1473,"[1, 4]"
1474,"[0, 4]"
1475,"[0, 4]"
1476,"[1, 4]"
1477,"[0, 4]"
1478,"[0, 4]"
1483,"[0, 4]"
