ano_idx,exp_subspace
354,"[0, 1, 7]"
355,"[1, 2]"
362,"[0, 1]"
364,"[0, 1, 3]"
365,"[0, 1]"
366,"[0, 1, 2]"
368,"[0, 1, 3, 7]"
369,"[0, 1, 2, 7]"
370,"[0, 1]"
371,"[0, 1, 2, 7]"
372,"[0, 1]"
374,"[0, 1, 7]"
377,"[0, 3]"
379,[0]
380,"[0, 1, 3, 7]"
381,[0]
382,"[0, 1, 2]"
384,"[0, 7]"
387,"[0, 3, 7]"
388,"[0, 1]"
391,"[0, 1, 3]"
396,[0]
400,"[0, 1, 3]"
401,"[6, 7]"
403,"[1, 2, 6]"
404,"[0, 2]"
413,"[0, 1]"
424,"[0, 1]"
426,"[0, 1, 3, 7]"
429,"[0, 1, 2, 7]"
430,"[1, 2]"
434,"[0, 1, 3, 7]"
440,"[0, 1, 3]"
441,"[0, 1, 3]"
453,"[0, 2]"
456,"[0, 1]"
464,"[0, 1, 2, 7]"
467,"[0, 1, 2, 3]"
470,"[0, 1, 3, 7]"
482,"[0, 1]"
486,[1]
491,"[0, 2]"
492,"[0, 1]"
500,[4]
501,[3]
503,"[0, 1]"
504,[0]
509,"[0, 1, 3, 7]"
517,"[1, 3]"
523,"[0, 2, 7]"
524,"[0, 1, 3]"
532,"[0, 1, 2, 7]"
534,"[0, 1, 2, 7]"
540,"[0, 1, 2, 3]"
542,"[0, 1]"
546,"[0, 1]"
557,"[0, 1]"
562,"[0, 1, 2, 7]"
572,"[0, 1, 2, 7]"
573,"[0, 1, 3]"
574,"[0, 1]"
577,[0]
591,"[1, 2, 3, 7]"
634,"[0, 1]"
654,"[0, 1]"
658,"[0, 1, 2]"
659,[4]
660,"[0, 1]"
664,"[0, 1]"
666,"[1, 6]"
671,"[0, 1, 2]"
674,"[0, 1, 3, 7]"
675,"[0, 2, 3]"
686,"[1, 3, 6, 7]"
687,"[0, 2]"
689,"[0, 1, 2, 7]"
697,[0]
721,[0]
722,"[0, 1]"
724,"[0, 1, 3]"
729,"[0, 2, 3, 6, 7]"
733,"[0, 1, 2, 7]"
734,"[0, 1]"
735,"[0, 1, 2, 7]"
736,"[0, 1]"
737,"[0, 1, 3]"
738,"[0, 1, 2, 3, 7]"
745,"[0, 1]"
762,"[0, 1, 3, 7]"
763,"[0, 1]"
764,[4]
765,"[0, 1, 2, 6]"
767,"[0, 1]"
768,"[1, 2, 6]"
769,"[0, 1]"
770,[0]
774,"[0, 1]"
791,"[0, 1]"
795,"[1, 3]"
815,"[0, 1]"
817,"[0, 2, 3]"
821,"[1, 6]"
822,"[0, 1]"
823,"[0, 1, 3]"
824,"[0, 2]"
825,"[0, 1]"
826,"[0, 1, 3, 6, 7]"
829,"[0, 1, 3, 7]"
830,"[0, 1, 2]"
845,"[0, 1]"
846,[0]
847,"[0, 1, 3]"
848,"[0, 1, 3]"
849,"[0, 3, 7]"
853,"[0, 1, 6, 7]"
854,"[0, 1, 3, 7]"
856,"[0, 1, 2, 6]"
857,"[0, 1, 2]"
858,"[0, 1]"
863,"[0, 3, 7]"
864,"[0, 1]"
865,"[0, 1]"
893,"[1, 3]"
894,"[0, 1, 2, 3, 7]"
896,"[0, 1, 3]"
897,"[0, 6]"
915,"[0, 1, 3, 6, 7]"
916,"[0, 1]"
922,"[1, 2, 6]"
928,"[1, 3]"
929,"[1, 3]"
930,"[0, 1, 3]"
931,"[0, 1, 3, 7]"
932,"[0, 1, 3, 7]"
933,"[0, 1]"
934,"[0, 1]"
935,"[0, 1, 3, 6, 7]"
936,"[0, 1, 3, 6, 7]"
937,"[1, 2]"
961,"[0, 1, 3, 7]"
962,"[0, 1, 2, 6]"
963,"[0, 1, 2, 6]"
964,"[0, 1, 3, 6, 7]"
965,"[0, 1, 3, 6, 7]"
966,"[0, 1, 3]"
967,"[0, 1, 3]"
968,"[0, 2, 3, 6, 7]"
969,"[0, 1, 3, 7]"
970,"[0, 1, 3, 7]"
971,"[0, 2, 7]"
972,"[0, 1, 2, 3, 7]"
973,"[0, 1, 2, 3, 6]"
974,"[0, 1]"
975,"[0, 1]"
976,"[0, 1, 3, 7]"
977,"[0, 3, 7]"
978,"[1, 6]"
979,"[1, 6]"
980,"[0, 1, 2, 3]"
981,"[0, 1, 2, 3]"
982,"[0, 1]"
983,"[0, 1, 3, 7]"
984,"[0, 1, 2, 3]"
985,"[0, 1, 2, 3]"
986,"[0, 1, 3, 6, 7]"
987,"[0, 1, 3, 6, 7]"
988,"[1, 3, 6, 7]"
989,[2]
990,[2]
991,"[0, 1, 3, 7]"
992,"[0, 1, 3]"
993,"[1, 3]"
994,"[0, 1, 7]"
995,"[0, 1, 2, 6]"
996,"[0, 1, 3]"
997,"[0, 1, 3, 6]"
998,"[0, 6]"
999,"[2, 6]"
1000,"[0, 1]"
1005,"[1, 2, 7]"
1006,"[0, 1, 2, 6]"
1007,"[0, 1, 2, 6]"
1008,"[0, 1, 3, 6, 7]"
1009,"[0, 1, 3, 6, 7]"
1010,"[0, 2, 3, 7]"
1011,"[0, 1, 2]"
1012,"[0, 1, 2]"
1013,"[0, 1, 2, 3]"
1014,"[1, 2, 3]"
1015,"[1, 2, 3]"
1016,"[0, 1]"
1017,"[0, 1]"
1018,"[0, 1, 3, 7]"
1019,"[0, 1, 3, 7]"
1020,"[1, 2, 3, 7]"
1021,"[0, 2, 7]"
1022,"[0, 1, 2, 6, 7]"
1023,"[0, 2, 7]"
1024,"[0, 1, 2, 3]"
1025,"[0, 1, 2, 3]"
1026,"[0, 1, 3, 7]"
1027,"[0, 1, 3, 7]"
1031,"[1, 3]"
1032,"[0, 1, 3, 7]"
1034,"[0, 1, 2, 7]"
1035,"[0, 1, 7]"
1036,"[0, 1]"
1037,"[0, 2]"
1038,"[0, 7]"
1040,"[0, 1]"
1048,"[1, 2]"
1049,"[0, 3, 7]"
1050,"[0, 1]"
1052,"[0, 1, 3]"
1053,"[0, 1, 3, 7]"
1054,"[0, 1, 3]"
1055,"[0, 2]"
1056,"[0, 1, 2]"
1057,"[1, 2]"
1059,"[0, 1, 3]"
1061,"[0, 1, 3]"
1062,"[0, 1, 3]"
1063,"[0, 2, 7]"
1065,"[0, 1, 3]"
1069,"[0, 2]"
1072,"[0, 2, 7]"
1073,"[0, 1]"
1074,"[0, 1, 7]"
1076,"[0, 1]"
1081,[0]
1085,"[0, 2]"
1088,"[0, 3]"
1090,"[0, 1, 3]"
1099,"[0, 2, 7]"
1105,"[0, 7]"
1110,"[0, 1]"
1117,"[0, 3, 7]"
1118,"[1, 3]"
1121,"[0, 1, 3]"
1124,"[0, 1]"
1131,"[0, 1, 3]"
1136,"[0, 1, 6, 7]"
1137,"[0, 1, 6, 7]"
1138,"[0, 1, 2, 7]"
1167,"[0, 2, 7]"
1168,"[6, 7]"
1169,"[0, 1]"
1170,"[0, 7]"
1171,"[0, 1, 3, 7]"
1172,"[0, 2]"
1173,"[0, 1]"
1174,"[0, 1]"
1175,"[0, 2]"
1176,"[0, 1, 3, 7]"
1177,"[0, 1, 3, 7]"
1180,"[0, 1, 3]"
1192,"[0, 1, 3, 6, 7]"
1194,"[0, 1, 7]"
1195,"[0, 2]"
1196,"[0, 1, 2]"
1204,"[0, 1]"
1211,"[0, 1, 2, 3]"
1212,"[0, 1]"
1213,"[0, 1, 7]"
1215,"[0, 1]"
1216,[0]
1217,[0]
1218,"[0, 1, 3, 7]"
1225,"[0, 2]"
1227,"[0, 1]"
1230,"[3, 7]"
1231,"[0, 1]"
1232,"[0, 1]"
1233,"[0, 1, 2, 7]"
1234,"[0, 1, 2]"
1235,"[0, 1, 3]"
1236,"[0, 1]"
1237,"[0, 1, 3, 7]"
1238,"[0, 1, 3, 7]"
1239,"[0, 3, 7]"
1242,"[0, 1]"
1243,"[0, 1]"
1244,"[3, 7]"
1245,"[3, 7]"
1253,"[1, 2, 3, 7]"
1254,"[0, 1, 3, 7]"
1255,[0]
1256,"[0, 1, 2]"
1257,"[0, 1, 2, 7]"
1258,"[0, 1, 2]"
1259,"[0, 7]"
1260,"[1, 2, 7]"
1261,[0]
1262,"[0, 1, 3]"
1263,"[1, 2, 6]"
1264,"[1, 2, 6]"
1265,"[0, 1]"
1266,"[0, 1, 2, 3, 7]"
1267,"[0, 1]"
1268,"[0, 1]"
1269,"[1, 2]"
1270,"[0, 1, 3]"
1278,"[0, 1, 3]"
1279,[0]
1280,"[0, 1, 2, 6]"
1281,"[0, 1]"
1282,"[0, 1, 2, 3]"
1283,"[0, 1, 2, 3]"
1284,"[0, 2]"
1285,"[0, 1, 2, 3, 6, 7]"
1286,"[0, 1, 7]"
1291,"[0, 1]"
1292,"[0, 1, 3, 7]"
1293,"[0, 1]"
1294,"[0, 1, 3]"
1295,"[0, 1, 2, 7]"
1296,"[0, 1, 2, 7]"
1297,"[0, 1, 2, 7]"
1300,"[0, 3]"
1301,"[0, 1, 2]"
1302,"[0, 1, 2, 7]"
1303,"[0, 1, 2]"
1307,"[0, 2]"
1308,"[0, 1, 3, 7]"
1309,"[0, 3]"
1310,"[1, 2, 6]"
1311,"[2, 6]"
1313,"[0, 1, 3]"
1314,"[0, 1, 2, 6]"
1315,"[1, 7]"
1316,[0]
1317,[0]
1318,"[0, 1]"
1324,"[0, 1, 3, 6, 7]"
1326,"[0, 1, 3]"
1327,"[0, 1, 3, 7]"
1328,"[0, 1, 3, 6, 7]"
1333,"[3, 7]"
1345,"[0, 1]"
1346,"[0, 1, 2, 7]"
1347,"[0, 1]"
1348,[0]
1349,"[0, 2]"
1350,"[0, 1, 3]"
1352,"[1, 3]"
1353,"[0, 1, 3, 6, 7]"
1354,"[0, 2]"
1356,"[0, 1]"
1358,"[0, 2]"
1363,"[0, 2]"
1367,"[0, 1, 3]"
1368,"[0, 1, 3]"
1369,"[0, 1]"
1378,[0]
1386,"[0, 1]"
1393,"[0, 2]"
1396,"[1, 3, 6, 7]"
1399,"[0, 2]"
1408,"[0, 2]"
1414,"[0, 1]"
1415,"[1, 2, 7]"
1423,"[0, 1]"
1432,[0]
1436,"[0, 1]"
1437,"[0, 1]"
1443,"[0, 2]"
1446,"[0, 3]"
1450,"[0, 1]"
1456,"[0, 1]"
1457,"[1, 2]"
1459,"[0, 7]"
1467,"[0, 1, 3, 7]"
1473,"[0, 1]"
1474,"[1, 6]"
1475,"[0, 1]"
1476,"[0, 1, 3]"
1477,"[0, 1, 3, 7]"
1478,"[0, 1, 3, 7]"
1483,"[0, 2]"
